  rad  n_part V_c    Disp: rad   Z         phikappa Omega Q  <Vphi>  ASYMD  
  0.2548    0   21.67   56.36    31.50    53.73     2.22     1.16       1.20      13.47      16.97      21.57
  0.2576    0   21.86   56.43    31.48    53.78     2.22     1.16       1.20      13.56      17.15      21.76
  0.2604    0   22.05   56.49    31.47    53.83     2.21     1.16       1.20      13.65      17.32      21.96
  0.2632    0   22.24   56.56    31.45    53.89     2.21     1.16       1.20      13.74      17.49      22.15
  0.2660    0   22.44   56.63    31.44    53.94     2.20     1.16       1.20      13.83      17.66      22.34
  0.2688    0   22.63   56.69    31.42    53.99     2.20     1.15       1.20      13.93      17.83      22.53
  0.2716    0   22.82   56.75    31.41    54.04     2.19     1.15       1.20      14.02      18.00      22.72
  0.2744    0   23.01   56.82    31.39    54.09     2.19     1.15       1.20      14.11      18.17      22.91
  0.2772    0   23.20   56.88    31.37    54.14     2.18     1.15       1.20      14.21      18.34      23.10
  0.2800    0   23.39   56.94    31.36    54.19     2.18     1.14       1.20      14.30      18.50      23.29
  0.2828    0   23.57   57.00    31.34    54.23     2.17     1.14       1.20      14.40      18.67      23.48
  0.2856    0   23.76   57.06    31.33    54.28     2.17     1.14       1.20      14.49      18.83      23.67
  0.2884    0   23.95   57.12    31.31    54.33     2.16     1.14       1.20      14.59      19.00      23.86
  0.2912    0   24.14   57.18    31.30    54.37     2.16     1.14       1.20      14.68      19.16      24.04
  0.2940    0   24.32   57.24    31.28    54.42     2.16     1.13       1.20      14.78      19.32      24.23
  0.2968    0   24.51   57.30    31.26    54.46     2.15     1.13       1.20      14.87      19.48      24.42
  0.2996    1   24.69   57.35    31.25    54.51     2.15     1.13       1.20      14.97      19.64      24.60
  0.3024    1   24.88   57.41    31.23    54.55     2.14     1.13       1.20      15.07      19.80      24.79
  0.3052    1   25.06   57.47    31.22    54.60     2.14     1.13       1.20      15.16      19.96      24.97
  0.3080    1   25.25   57.52    31.20    54.64     2.13     1.12       1.20      15.26      20.11      25.16
  0.3108    1   25.43   57.58    31.19    54.68     2.13     1.12       1.20      15.36      20.27      25.34
  0.3136    1   25.61   57.63    31.17    54.72     2.13     1.12       1.20      15.46      20.43      25.52
  0.3164    1   25.80   57.68    31.16    54.76     2.12     1.12       1.20      15.55      20.58      25.71
  0.3192    1   25.98   57.74    31.14    54.80     2.12     1.12       1.20      15.65      20.74      25.89
  0.3220    1   26.16   57.79    31.12    54.84     2.11     1.11       1.20      15.75      20.89      26.07
  0.3248    1   26.34   57.84    31.11    54.88     2.11     1.11       1.20      15.85      21.04      26.25
  0.3276    1   26.52   57.89    31.09    54.92     2.11     1.11       1.20      15.95      21.19      26.43
  0.3304    1   26.70   57.94    31.08    54.96     2.10     1.11       1.20      16.05      21.34      26.61
  0.3332    1   26.88   57.99    31.06    55.00     2.10     1.11       1.20      16.14      21.49      26.79
  0.3360    1   27.06   58.05    31.05    55.04     2.09     1.10       1.20      16.24      21.64      26.97
  0.3388    1   27.24   58.09    31.03    55.07     2.09     1.10       1.20      16.34      21.79      27.15
  0.3416    1   27.42   58.14    31.02    55.11     2.09     1.10       1.20      16.44      21.94      27.33
  0.3444    1   27.60   58.19    31.00    55.15     2.08     1.10       1.20      16.54      22.09      27.51
  0.3472    1   27.78   58.24    30.98    55.18     2.08     1.10       1.20      16.64      22.24      27.69
  0.3500    1   27.95   58.29    30.97    55.22     2.07     1.10       1.20      16.74      22.38      27.86
  0.3528    1   28.13   58.34    30.95    55.25     2.07     1.09       1.20      16.84      22.53      28.04
  0.3556    1   28.31   58.38    30.94    55.29     2.07     1.09       1.20      16.94      22.68      28.22
  0.3584    1   28.48   58.43    30.92    55.32     2.06     1.09       1.20      17.04      22.82      28.39
  0.3612    1   28.66   58.47    30.91    55.36     2.06     1.09       1.20      17.14      22.96      28.57
  0.3640    1   28.83   58.52    30.89    55.39     2.06     1.09       1.20      17.24      23.11      28.74
  0.3668    1   29.01   58.57    30.88    55.42     2.05     1.08       1.20      17.34      23.25      28.92
  0.3696    1   29.18   58.61    30.86    55.46     2.05     1.08       1.20      17.44      23.39      29.09
  0.3724    1   29.35   58.65    30.85    55.49     2.05     1.08       1.20      17.55      23.53      29.27
  0.3752    1   29.53   58.70    30.83    55.52     2.04     1.08       1.20      17.65      23.68      29.44
  0.3780    1   29.70   58.74    30.81    55.55     2.04     1.08       1.20      17.75      23.82      29.61
  0.3808    1   29.87   58.78    30.80    55.58     2.03     1.08       1.20      17.85      23.96      29.79
  0.3836    1   30.05   58.83    30.78    55.61     2.03     1.07       1.20      17.95      24.10      29.96
  0.3864    1   30.22   58.87    30.77    55.65     2.03     1.07       1.20      18.05      24.23      30.13
  0.3892    1   30.39   58.91    30.75    55.68     2.02     1.07       1.20      18.15      24.37      30.30
  0.3920    1   30.56   58.95    30.74    55.71     2.02     1.07       1.20      18.25      24.51      30.48
  0.3948    1   30.73   58.99    30.72    55.73     2.02     1.07       1.20      18.36      24.65      30.65
  0.3976    1   30.90   59.03    30.71    55.76     2.01     1.07       1.20      18.46      24.78      30.82
  0.4004    1   31.07   59.08    30.69    55.79     2.01     1.06       1.20      18.56      24.92      30.99
  0.4032    1   31.24   59.12    30.68    55.82     2.01     1.06       1.20      18.66      25.06      31.16
  0.4060    1   31.41   59.15    30.66    55.85     2.00     1.06       1.20      18.76      25.19      31.33
  0.4088    1   31.58   59.19    30.65    55.88     2.00     1.06       1.20      18.86      25.33      31.49
  0.4116    1   31.75   59.23    30.63    55.90     2.00     1.06       1.20      18.96      25.46      31.66
  0.4144    1   31.91   59.27    30.61    55.93     1.99     1.06       1.20      19.07      25.59      31.83
  0.4172    1   32.08   59.31    30.60    55.96     1.99     1.05       1.20      19.17      25.73      32.00
  0.4200    1   32.25   59.35    30.58    55.98     1.99     1.05       1.20      19.27      25.86      32.17
  0.4228    1   32.42   59.39    30.57    56.01     1.98     1.05       1.20      19.37      25.99      32.33
  0.4256    1   32.58   59.42    30.55    56.04     1.98     1.05       1.20      19.47      26.12      32.50
  0.4284    1   32.75   59.46    30.54    56.06     1.98     1.05       1.20      19.58      26.25      32.67
  0.4312    1   32.91   59.50    30.52    56.09     1.97     1.05       1.20      19.68      26.39      32.83
  0.4340    1   33.08   59.53    30.51    56.11     1.97     1.05       1.20      19.78      26.52      33.00
  0.4368    1   33.25   59.57    30.49    56.14     1.97     1.04       1.20      19.88      26.65      33.16
  0.4396    1   33.41   59.60    30.48    56.16     1.97     1.04       1.20      19.98      26.77      33.33
  0.4424    1   33.57   59.64    30.46    56.18     1.96     1.04       1.20      20.08      26.90      33.49
  0.4452    1   33.74   59.67    30.45    56.21     1.96     1.04       1.20      20.19      27.03      33.66
  0.4480    1   33.90   59.71    30.43    56.23     1.96     1.04       1.20      20.29      27.16      33.82
  0.4508    1   34.06   59.74    30.42    56.25     1.95     1.04       1.20      20.39      27.29      33.98
  0.4536    1   34.23   59.78    30.40    56.28     1.95     1.04       1.20      20.49      27.42      34.15
  0.4564    1   34.39   59.81    30.39    56.30     1.95     1.03       1.20      20.59      27.54      34.31
  0.4592    1   34.55   59.84    30.37    56.32     1.94     1.03       1.20      20.70      27.67      34.47
  0.4620    1   34.71   59.88    30.36    56.34     1.94     1.03       1.20      20.80      27.79      34.63
  0.4648    1   34.88   59.91    30.34    56.37     1.94     1.03       1.20      20.90      27.92      34.79
  0.4676    1   35.04   59.94    30.33    56.39     1.93     1.03       1.20      21.00      28.04      34.96
  0.4704    1   35.20   59.97    30.31    56.41     1.93     1.03       1.20      21.10      28.17      35.12
  0.4732    1   35.36   60.01    30.30    56.43     1.93     1.03       1.20      21.20      28.29      35.28
  0.4760    1   35.52   60.04    30.28    56.45     1.93     1.02       1.20      21.31      28.42      35.44
  0.4788    1   35.68   60.07    30.26    56.47     1.92     1.02       1.20      21.41      28.54      35.60
  0.4816    1   35.84   60.10    30.25    56.49     1.92     1.02       1.20      21.51      28.66      35.76
  0.4844    1   36.00   60.13    30.23    56.51     1.92     1.02       1.20      21.61      28.79      35.92
  0.4872    1   36.16   60.16    30.22    56.53     1.91     1.02       1.20      21.71      28.91      36.08
  0.4900    1   36.31   60.19    30.20    56.55     1.91     1.02       1.20      21.81      29.03      36.23
  0.4928    1   36.47   60.22    30.19    56.57     1.91     1.02       1.20      21.92      29.15      36.39
  0.4956    1   36.63   60.25    30.17    56.59     1.91     1.01       1.20      22.02      29.27      36.55
  0.4984    1   36.79   60.28    30.16    56.61     1.90     1.01       1.20      22.12      29.39      36.71
  0.5012    1   36.94   60.31    30.14    56.62     1.90     1.01       1.20      22.22      29.51      36.87
  0.5040    1   37.10   60.34    30.13    56.64     1.90     1.01       1.20      22.32      29.63      37.02
  0.5068    1   37.26   60.37    30.11    56.66     1.89     1.01       1.20      22.42      29.75      37.18
  0.5096    1   37.41   60.40    30.10    56.68     1.89     1.01       1.20      22.52      29.87      37.34
  0.5124    1   37.57   60.43    30.08    56.70     1.89     1.01       1.20      22.63      29.99      37.49
  0.5152    1   37.72   60.45    30.07    56.71     1.89     1.01       1.20      22.73      30.11      37.65
  0.5180    1   37.88   60.48    30.05    56.73     1.88     1.00       1.20      22.83      30.23      37.80
  0.5208    1   38.04   60.51    30.04    56.75     1.88     1.00       1.20      22.93      30.35      37.96
  0.5236    1   38.19   60.54    30.02    56.76     1.88     1.00       1.20      23.03      30.46      38.11
  0.5264    1   38.34   60.56    30.01    56.78     1.87     1.00       1.20      23.13      30.58      38.27
  0.5292    1   38.50   60.59    29.99    56.80     1.87     1.00       1.20      23.23      30.70      38.42
  0.5320    1   38.65   60.62    29.98    56.81     1.87     1.00       1.20      23.33      30.81      38.57
  0.5348    1   38.80   60.64    29.96    56.83     1.87     1.00       1.20      23.43      30.93      38.73
  0.5376    1   38.96   60.67    29.95    56.84     1.86     0.99       1.20      23.53      31.05      38.88
  0.5404    1   39.11   60.70    29.93    56.86     1.86     0.99       1.20      23.63      31.16      39.03
  0.5432    1   39.26   60.72    29.92    56.87     1.86     0.99       1.20      23.74      31.28      39.19
  0.5460    1   39.42   60.75    29.90    56.89     1.86     0.99       1.20      23.84      31.39      39.34
  0.5488    1   39.57   60.77    29.89    56.90     1.85     0.99       1.20      23.94      31.51      39.49
  0.5516    1   39.72   60.80    29.87    56.92     1.85     0.99       1.20      24.04      31.62      39.64
  0.5544    1   39.87   60.82    29.86    56.93     1.85     0.99       1.20      24.14      31.73      39.79
  0.5572    1   40.02   60.85    29.84    56.95     1.85     0.99       1.20      24.24      31.85      39.95
  0.5600    1   40.17   60.87    29.83    56.96     1.84     0.98       1.20      24.34      31.96      40.10
  0.5628    1   40.32   60.90    29.81    56.98     1.84     0.98       1.20      24.44      32.07      40.25
  0.5656    1   40.47   60.92    29.80    56.99     1.84     0.98       1.20      24.54      32.18      40.40
  0.5684    1   40.62   60.94    29.78    57.00     1.84     0.98       1.20      24.64      32.30      40.55
  0.5712    1   40.77   60.97    29.77    57.02     1.83     0.98       1.20      24.74      32.41      40.70
  0.5740    1   40.92   60.99    29.75    57.03     1.83     0.98       1.20      24.84      32.52      40.85
  0.5768    1   41.07   61.01    29.74    57.04     1.83     0.98       1.20      24.94      32.63      40.99
  0.5796    1   41.22   61.04    29.73    57.05     1.83     0.98       1.20      25.04      32.74      41.14
  0.5824    1   41.37   61.06    29.71    57.07     1.82     0.98       1.20      25.14      32.85      41.29
  0.5852    1   41.51   61.08    29.70    57.08     1.82     0.97       1.20      25.24      32.96      41.44
  0.5880    1   41.66   61.10    29.68    57.09     1.82     0.97       1.20      25.34      33.07      41.59
  0.5908    1   41.81   61.13    29.67    57.10     1.82     0.97       1.20      25.43      33.18      41.74
  0.5936    1   41.96   61.15    29.65    57.11     1.81     0.97       1.20      25.53      33.29      41.88
  0.5964    1   42.10   61.17    29.64    57.13     1.81     0.97       1.20      25.63      33.40      42.03
  0.5992    1   42.25   61.19    29.62    57.14     1.81     0.97       1.20      25.73      33.51      42.18
  0.6020    1   42.40   61.21    29.61    57.15     1.81     0.97       1.20      25.83      33.62      42.32
  0.6048    1   42.54   61.23    29.59    57.16     1.80     0.97       1.20      25.93      33.73      42.47
  0.6076    1   42.69   61.26    29.58    57.17     1.80     0.96       1.20      26.03      33.83      42.61
  0.6104    1   42.83   61.28    29.56    57.18     1.80     0.96       1.20      26.13      33.94      42.76
  0.6132    1   42.98   61.30    29.55    57.19     1.80     0.96       1.20      26.23      34.05      42.91
  0.6160    1   43.12   61.32    29.53    57.20     1.79     0.96       1.20      26.33      34.15      43.05
  0.6188    1   43.27   61.34    29.52    57.21     1.79     0.96       1.20      26.42      34.26      43.20
  0.6216    1   43.41   61.36    29.50    57.22     1.79     0.96       1.20      26.52      34.37      43.34
  0.6244    1   43.56   61.38    29.49    57.23     1.79     0.96       1.20      26.62      34.47      43.48
  0.6272    1   43.70   61.40    29.47    57.24     1.78     0.96       1.20      26.72      34.58      43.63
  0.6300    1   43.84   61.42    29.46    57.25     1.78     0.96       1.20      26.82      34.69      43.77
  0.6328    1   43.99   61.44    29.44    57.26     1.78     0.95       1.20      26.92      34.79      43.92
  0.6356    1   44.13   61.46    29.43    57.27     1.78     0.95       1.20      27.01      34.90      44.06
  0.6384    1   44.27   61.48    29.41    57.28     1.77     0.95       1.20      27.11      35.00      44.20
  0.6412    1   44.42   61.49    29.40    57.29     1.77     0.95       1.20      27.21      35.10      44.34
  0.6440    1   44.56   61.51    29.39    57.30     1.77     0.95       1.20      27.31      35.21      44.49
  0.6468    1   44.70   61.53    29.37    57.31     1.77     0.95       1.20      27.41      35.31      44.63
  0.6496    1   44.84   61.55    29.36    57.31     1.77     0.95       1.20      27.50      35.42      44.77
  0.6524    1   44.98   61.57    29.34    57.32     1.76     0.95       1.20      27.60      35.52      44.91
  0.6552    1   45.12   61.59    29.33    57.33     1.76     0.95       1.20      27.70      35.62      45.05
  0.6580    1   45.26   61.60    29.31    57.34     1.76     0.94       1.20      27.80      35.72      45.19
  0.6608    1   45.40   61.62    29.30    57.35     1.76     0.94       1.20      27.89      35.83      45.33
  0.6636    1   45.55   61.64    29.28    57.35     1.75     0.94       1.20      27.99      35.93      45.48
  0.6664    1   45.69   61.66    29.27    57.36     1.75     0.94       1.20      28.09      36.03      45.62
  0.6692    1   45.83   61.67    29.25    57.37     1.75     0.94       1.20      28.18      36.13      45.76
  0.6720    1   45.96   61.69    29.24    57.38     1.75     0.94       1.20      28.28      36.23      45.90
  0.6748    1   46.10   61.71    29.22    57.38     1.75     0.94       1.20      28.38      36.34      46.03
  0.6776    1   46.24   61.72    29.21    57.39     1.74     0.94       1.20      28.47      36.44      46.17
  0.6804    1   46.38   61.74    29.19    57.40     1.74     0.94       1.20      28.57      36.54      46.31
  0.6832    1   46.52   61.76    29.18    57.40     1.74     0.94       1.20      28.67      36.64      46.45
  0.6860    1   46.66   61.77    29.17    57.41     1.74     0.93       1.20      28.76      36.74      46.59
  0.6888    1   46.80   61.79    29.15    57.42     1.73     0.93       1.20      28.86      36.84      46.73
  0.6916    1   46.93   61.81    29.14    57.42     1.73     0.93       1.20      28.96      36.94      46.87
  0.6944    1   47.07   61.82    29.12    57.43     1.73     0.93       1.20      29.05      37.04      47.00
  0.6972    1   47.21   61.84    29.11    57.43     1.73     0.93       1.20      29.15      37.14      47.14
  0.7000    1   47.35   61.85    29.09    57.44     1.73     0.93       1.20      29.24      37.24      47.28
  0.7028    1   47.48   61.87    29.08    57.45     1.72     0.93       1.20      29.34      37.33      47.42
  0.7056    1   47.62   61.88    29.06    57.45     1.72     0.93       1.20      29.44      37.43      47.55
  0.7084    1   47.76   61.90    29.05    57.46     1.72     0.93       1.20      29.53      37.53      47.69
  0.7112    1   47.89   61.91    29.03    57.46     1.72     0.92       1.20      29.63      37.63      47.82
  0.7140    1   48.03   61.93    29.02    57.47     1.71     0.92       1.20      29.72      37.73      47.96
  0.7168    1   48.16   61.94    29.01    57.47     1.71     0.92       1.20      29.82      37.82      48.10
  0.7196    1   48.30   61.96    28.99    57.48     1.71     0.92       1.20      29.91      37.92      48.23
  0.7224    1   48.43   61.97    28.98    57.48     1.71     0.92       1.20      30.01      38.02      48.37
  0.7252    1   48.57   61.99    28.96    57.49     1.71     0.92       1.20      30.10      38.11      48.50
  0.7280    1   48.70   62.00    28.95    57.49     1.70     0.92       1.20      30.20      38.21      48.64
  0.7308    1   48.84   62.02    28.93    57.50     1.70     0.92       1.20      30.29      38.31      48.77
  0.7336    1   48.97   62.03    28.92    57.50     1.70     0.92       1.20      30.39      38.40      48.91
  0.7364    1   49.11   62.04    28.90    57.50     1.70     0.92       1.20      30.48      38.50      49.04
  0.7392    1   49.24   62.06    28.89    57.51     1.70     0.92       1.20      30.58      38.60      49.17
  0.7420    1   49.37   62.07    28.88    57.51     1.69     0.91       1.20      30.67      38.69      49.31
  0.7448    1   49.51   62.08    28.86    57.52     1.69     0.91       1.20      30.77      38.79      49.44
  0.7476    1   49.64   62.10    28.85    57.52     1.69     0.91       1.20      30.86      38.88      49.57
  0.7504    1   49.77   62.11    28.83    57.52     1.69     0.91       1.20      30.96      38.98      49.71
  0.7532    1   49.90   62.12    28.82    57.53     1.69     0.91       1.20      31.05      39.07      49.84
  0.7560    1   50.04   62.14    28.80    57.53     1.68     0.91       1.20      31.14      39.16      49.97
  0.7588    1   50.17   62.15    28.79    57.53     1.68     0.91       1.20      31.24      39.26      50.10
  0.7616    1   50.30   62.16    28.77    57.54     1.68     0.91       1.20      31.33      39.35      50.24
  0.7644    1   50.43   62.17    28.76    57.54     1.68     0.91       1.20      31.42      39.45      50.37
  0.7672    1   50.56   62.19    28.75    57.54     1.68     0.91       1.20      31.52      39.54      50.50
  0.7700    1   50.69   62.20    28.73    57.55     1.67     0.90       1.20      31.61      39.63      50.63
  0.7728    1   50.83   62.21    28.72    57.55     1.67     0.90       1.20      31.71      39.72      50.76
  0.7756    1   50.96   62.22    28.70    57.55     1.67     0.90       1.20      31.80      39.82      50.89
  0.7784    1   51.09   62.23    28.69    57.55     1.67     0.90       1.20      31.89      39.91      51.02
  0.7812    1   51.22   62.24    28.67    57.56     1.67     0.90       1.20      31.98      40.00      51.15
  0.7840    1   51.35   62.26    28.66    57.56     1.66     0.90       1.20      32.08      40.09      51.28
  0.7868    1   51.48   62.27    28.65    57.56     1.66     0.90       1.20      32.17      40.19      51.41
  0.7896    1   51.61   62.28    28.63    57.56     1.66     0.90       1.20      32.26      40.28      51.54
  0.7924    1   51.74   62.29    28.62    57.56     1.66     0.90       1.20      32.36      40.37      51.67
  0.7952    1   51.86   62.30    28.60    57.57     1.66     0.90       1.20      32.45      40.46      51.80
  0.7980    1   51.99   62.31    28.59    57.57     1.65     0.90       1.20      32.54      40.55      51.93
