   0.107000   -0.029230   -0.277918    0.337053
   0.108000    0.521482    0.249784   -0.059286
   0.109000   -0.124226    0.010297    0.006598
   0.110000   -0.087477    0.083241   -0.152865
   0.111000    0.014067   -0.151736   -0.141614
   0.112000    0.118475   -0.249350   -0.311389
   0.113000    0.072025    0.183121    0.294246
   0.114000   -0.345543   -0.047926   -0.177709
   0.115000   -0.492512   -0.278776   -0.039400
   0.116000   -0.005932   -0.290605   -0.205236
   0.117000   -0.216265   -0.184180   -0.139481
   0.118000    0.073986    0.024653   -0.201227
   0.119000    0.156156   -0.059846    0.338564
   0.120000    0.020815    0.124652    0.096136
   0.121000   -0.604675    0.466577    0.173081
   0.122000   -0.150562    0.213707   -0.221084
   0.123000    0.234430    0.009526   -0.290904
   0.124000    0.062018   -0.346820    0.138597
   0.125000    0.355022   -0.162882    0.059224
   0.126000   -0.181552    0.042023    0.095644
   0.127000   -0.104617   -0.601434   -0.195658
   0.128000    0.450933   -0.014409   -0.018046
   0.129000   -0.209339   -0.533785   -0.158956
   0.130000    0.017553    0.134476   -0.069192
   0.131000    0.335429   -0.031764   -0.003712
   0.132000   -0.166901   -0.076975    0.356875
   0.133000   -0.098155    0.070196   -0.163401
   0.134000    0.158897    0.012896    0.009419
   0.135000    0.378379   -0.173795   -0.113372
   0.136000    0.534147   -0.236014    0.204220
   0.137000   -0.358198    0.022011    0.050745
   0.138000    0.117188   -0.006956   -0.025459
   0.139000   -0.451091    0.410392    0.096994
   0.140000    0.194542   -0.087205   -0.044296
   0.141000   -0.402544    0.295051   -0.138288
   0.142000   -0.011929   -0.201492    0.136337
   0.143000   -0.044000   -0.001404    0.119969
   0.144000   -0.152671   -0.109784    0.157055
   0.145000    0.296501    0.096873   -0.234962
   0.146000    0.143110    0.057092    0.248960
   0.147000    0.106857   -0.160300    0.065312
   0.148000   -0.099924   -0.161583   -0.158256
   0.149000    0.034774    0.055744    0.157912
   0.150000   -0.477626    0.076366    0.086846
   0.151000    0.316864   -0.202144   -0.108975
   0.152000    0.260584   -0.048656    0.100013
   0.153000    0.253148   -0.024315    0.075646
   0.154000   -0.312370    0.172258   -0.135379
   0.155000   -0.374957    0.306679    0.226034
   0.156000   -0.532528   -0.097359    0.104161
   0.157000    0.764975   -0.066312    0.116200
   0.158000   -0.046059   -0.145465   -0.130884
   0.159000    0.323522    0.544155    0.231234
   0.160000    0.588617   -0.063841   -0.005954
   0.161000    0.493340    0.123694    0.281384
   0.162000   -0.285958    0.166920   -0.051238
   0.163000   -0.018046   -0.126201    0.028447
   0.164000   -0.480393   -0.120634    0.100582
   0.165000    0.108246   -0.132239   -0.131383
   0.166000   -0.192339   -0.216322   -0.122961
   0.167000   -0.021492    0.356624    0.161447
   0.168000    0.081742   -0.105584   -0.104065
   0.169000    0.130247    0.216612   -0.007237
   0.170000   -0.093674    0.032111   -0.286656
   0.171000    0.022507    0.008527   -0.295132
   0.172000    0.081914    0.231180   -0.042316
   0.173000   -0.333669   -0.075315    0.289343
   0.174000    0.330515   -0.309883   -0.093607
   0.175000   -0.278774    0.364670    0.151926
   0.176000   -0.261346    0.268543    0.087023
   0.177000   -0.342509   -0.213040    0.256912
   0.178000   -0.259782    0.688519    0.174889
   0.179000   -0.303298   -0.380084   -0.129552
   0.180000   -0.398650   -0.230506   -0.175748
   0.181000   -0.257022    0.253443   -0.044844
   0.182000   -0.257965    0.093230    0.166934
   0.183000   -0.140763   -0.106183    0.313686
   0.184000    0.223044   -0.419782    0.071142
   0.185000    0.455403   -0.237267   -0.117732
   0.186000   -0.067050   -0.025198    0.057443
   0.187000   -0.089810    0.338315    0.024974
   0.188000   -0.077784   -0.183598   -0.139190
   0.189000    0.106282    0.065945   -0.017812
   0.190000   -0.252670    0.164357    0.022015
   0.191000    0.312312   -0.023463    0.058566
   0.192000   -0.656857    0.055868   -0.133178
   0.193000    0.310048   -0.256416    0.258128
   0.194000    0.323477   -0.043290    0.147307
   0.195000   -0.373255    0.512548   -0.023667
   0.196000   -0.159078   -0.328518    0.074566
   0.197000   -0.348579   -0.045166   -0.011893
   0.198000    0.501042    0.451081    0.129589
   0.199000    0.011331   -0.250809    0.052876
   0.200000    0.582270    0.181313    0.151862
   0.201000   -0.330154   -0.374274    0.147943
