  5250000.000000         0.060448        -0.088171        -0.012975        -0.185197        -0.091527         0.337053         0.395322         1.129478         2.146915         0.000000
  5250000.000000        -0.107187        -0.003553         0.025824        -0.510501        -0.339968        -0.059286         0.616201         1.127443         2.142656         0.000000
  5250000.000000         0.108311        -0.000017        -0.039069        -0.124212         0.083959         0.006598         0.150071         1.125424         2.138430         0.000000
  5250000.000000         0.108974         0.008003         0.015050        -0.098764         0.150478        -0.152865         0.236148         1.123421         2.134235         0.000000
  5250000.000000        -0.106801        -0.029576         0.050270        -0.033977         0.069983        -0.141614         0.161575         1.121432         2.130071         0.000000
  5250000.000000        -0.097975        -0.052356        -0.013632        -0.186757         0.098107        -0.311389         0.376120         1.119458         2.125938         0.000000
  5250000.000000         0.027850         0.109065        -0.019796        -0.233118         0.133864         0.294246         0.398553         1.117499         2.121835         0.000000
  5250000.000000        -0.070965        -0.088211         0.127892         0.238406         0.251686        -0.177709         0.389569         1.115554         2.117761         0.000000
  5250000.000000         0.111657        -0.023875        -0.075593        -0.523949        -0.094952        -0.039400         0.533939         1.113623         2.113716         0.000000
  5250000.000000         0.078557         0.084278        -0.072289         0.152289        -0.150061        -0.205236         0.296365         1.111705         2.109700         0.000000
  5250000.000000         0.116184        -0.004160         0.023105        -0.219946        -0.098944        -0.139481         0.278606         1.109802         2.105712         0.000000
  5250000.000000         0.088003        -0.077608         0.134531         0.123393         0.028061        -0.201227         0.237709         1.107912         2.101752         0.000000
  5250000.000000        -0.110612        -0.041516         0.004776        -0.139725        -0.072117         0.338564         0.373296         1.106034         2.097818         0.000000
  5250000.000000         0.116245        -0.027776         0.089527         0.067623         0.193439         0.096136         0.226348         1.104170         2.093912         0.000000
  5250000.000000        -0.009304        -0.119792         0.073003         0.591008         0.560593         0.173081         0.832774         1.102319         2.090032         0.000000
  5250000.000000         0.046585        -0.112502         0.032203         0.214210         0.251661        -0.221084         0.397614         1.100480         2.086178         0.000000
  5250000.000000         0.115886         0.038468        -0.063565         0.194234         0.158982        -0.290904         0.384223         1.098654         2.082349         0.000000
  5250000.000000        -0.056585         0.110227        -0.038761         0.207593         0.176282         0.138597         0.305580         1.096839         2.078546         0.000000
  5250000.000000         0.113478        -0.050708        -0.029504         0.290883        -0.219250         0.059224         0.369040         1.095037         2.074767         0.000000
