   r (kpc/h)    Vrot   N(i)  Vrot(measured)   %error        Vcirc       Vc%error       vphirms/vphirm_th Vr_rms/Vr_rms_th   Vz_rms/Vz_rms_th  
    3.13600   81.70198    2.00000   78.47616    0.03948  112.00853   -0.00984    0.28939    0.15756    0.77736
    3.13880   81.73647    2.00000   87.47656   -0.07023  112.04372    0.00000    0.08707    0.87354    0.13330
    3.14160   81.77087    2.00000   74.29391    0.09144  112.07879    0.00000    0.74826    0.39179    0.37243
    3.14440   81.80526    2.00000  110.75085   -0.35384  112.11385    0.00000    0.47357    0.70623    0.34292
    3.14720   81.83957    2.00000  102.62636   -0.25399  112.14880    0.00000    0.23325    1.15134    0.30423
    3.15000   81.87387    2.00000   51.34173    0.37292  112.18373    0.00981    0.13821    0.10084    0.13410
    3.15280   81.90813    2.00000   24.10392    0.70572  112.21861   -0.00981    1.14491    1.56188    1.08549
    3.15560   81.94237    2.00000   74.43412    0.09163  112.25342    0.00980    0.52913    0.11175    0.01773
    3.15840   81.97652    2.00000  123.69295   -0.50888  112.28817    0.00000    0.62865    0.69092    0.09656
    3.16120   82.01066    2.00000   13.12468    0.83996  112.32287    0.00000    0.46766    0.01994    0.29645
    3.16400   82.04470    2.00000   73.50744    0.10406  112.35746    0.00000    0.84083    0.87928    0.34667
    3.16680   82.07874    2.00000   90.15150   -0.09835  112.39204    0.00000    0.26593    1.24526    1.24644
    3.16960   82.11278    2.00000   71.91811    0.12415  112.42658   -0.00977    0.33249    1.37022    1.27076
    3.17240   82.14674    2.00000   92.55102   -0.12665  112.46103    0.00976    0.34826    0.15934    0.26890
    3.17520   82.18069    2.00000   61.18999    0.25542  112.49545    0.00000    0.44932    0.13331    1.84947
    3.17800   82.21454    2.00000   63.54331    0.22710  112.52978    0.00000    0.07871    1.21092    0.23691
    3.18080   82.24837    2.00000   77.69204    0.05540  112.56407    0.00000    0.63625    0.38500    0.84590
    3.18360   82.28217    2.00000   95.05638   -0.15525  112.59830    0.00974    0.84715    0.40349    0.06843
    3.18640   82.31593    2.00000   56.07400    0.31880  112.63246    0.00000    1.35073    1.08696    0.28386
    3.18920   82.34966    2.00000   63.70386    0.22642  112.66660   -0.00973    0.14029    0.11109    0.16727
    3.19200   82.38332    2.00000  119.18342   -0.44669  112.70063    0.00000    0.26444    0.39110    0.20303
    3.19480   82.41699    2.00000   84.74036   -0.02819  112.73465    0.00000    0.51872    0.86207    0.79874
    3.19760   82.45058    2.00000   94.20486   -0.14256  112.76860   -0.00971    0.19990    1.56679    0.19509
    3.20040   82.48412    2.00000   41.33083    0.49892  112.80247   -0.00971    0.15642    0.14085    0.42966
    3.20320   82.51764    2.00000   48.12999    0.41673  112.83630    0.00000    0.20803    0.04365    0.70367
    3.20600   82.55114    2.00000   37.34959    0.54756  112.87010    0.00000    0.22365    0.09326    0.00899
    3.20880   82.58458    2.00000  116.82761   -0.41464  112.90382    0.00969    0.34018    1.17494    1.01741
    3.21160   82.61797    2.00000   64.88004    0.21470  112.93748    0.00000    0.36211    0.82219    0.01450
    3.21440   82.65128    2.00000   72.94368    0.11745  112.97106    0.00000    0.87552    0.72368    0.99212
    3.21720   82.68464    2.00000   79.88158    0.03390  113.00463    0.00000    0.34193    0.40470    0.85025
    3.22000   82.71792    2.00000   84.86346   -0.02594  113.03812    0.00000    0.35422    0.07934    0.63485
    3.22280   82.75113    2.00000   44.64209    0.46053  113.07155    0.00000    1.27818    0.85931    0.54606
    3.22560   82.78430    2.00000   75.94835    0.08258  113.10492    0.00965    0.54420    0.65127    0.70139
    3.22840   82.81745    2.00000   46.05373    0.44391  113.13824    0.00000    0.59973    0.47973    0.06596
    3.23120   82.85056    2.00000   36.42977    0.56030  113.17151   -0.00964    2.08244    0.25485    0.14226
    3.23400   82.88365    2.00000  118.41040   -0.42863  113.20473    0.00964    0.81923    0.06348    0.47041
    3.23680   82.91669    2.00000   90.39175   -0.09015  113.23788    0.00963    0.95849    0.23133    0.15801
    3.23960   82.94970    2.00000   59.20681    0.28623  113.27099    0.00000    0.66902    0.30381    0.35038
    3.24240   82.98264    2.00000   42.72155    0.48517  113.30402    0.00000    1.30062    1.01368    0.12751
    3.24520   83.01556    2.00000   15.90985    0.80835  113.33702    0.00961    0.56400    1.11043    0.15674
    3.24800   83.04841    2.00000   96.08107   -0.15693  113.36993    0.00000    0.93566    0.56866    0.67902
    3.25080   83.08127    2.00000   85.59451   -0.03025  113.40282    0.00000    0.14501    0.83977    2.18504
    3.25360   83.11408    2.00000   98.24195   -0.18201  113.43564    0.00000    0.10965    0.53870    0.54655
    3.25640   83.14682    2.00000   76.42188    0.08088  113.46841    0.00000    0.21542    0.59104    0.09418
    3.25920   83.17955    2.00000  122.62429   -0.47421  113.50112    0.00000    0.80745    0.04094    0.39120
    3.26200   83.21222    2.00000  106.99012   -0.28575  113.53378    0.00000    0.74008    0.34512    0.31566
    3.26480   83.24481    2.00000   18.09777    0.78260  113.56635    0.00000    0.03800    0.36374    0.22162
    3.26760   83.27744    2.00000  131.12877   -0.57460  113.59891    0.00957    0.20540    0.32628    0.33691
    3.27040   83.30998    2.00000  145.28864   -0.74395  113.63139    0.00000    0.41159    0.42634    0.92514
    3.27320   83.34251    2.00000   85.67220   -0.02795  113.66382    0.00000    0.38608    0.57013    1.37220
    3.27600   83.37496    2.00000   77.59489    0.06933  113.69619   -0.00955    0.37035    0.32773    0.14658
    3.27880   83.40747    2.00000  134.66670   -0.61456  113.72855    0.00000    0.10332    0.62287    0.79635
    3.28160   83.43984    2.00000  120.24450   -0.44109  113.76080   -0.00954    0.37394    0.87633    0.70243
    3.28440   83.47219    2.00000   68.00976    0.18524  113.79301    0.00000    0.21146    0.91263    0.81658
    3.28720   83.50448    2.00000   52.47735    0.37156  113.82514    0.00000    0.51799    1.16515    0.21680
    3.29000   83.53677    2.00000   55.40941    0.33671  113.85728   -0.00953    0.29906    0.47299    0.93100
    3.29280   83.56903    2.00000   55.36070    0.33755  113.88932    0.00000    0.22463    0.11374    0.59630
    3.29560   83.60121    2.00000   79.32616    0.05114  113.92129    0.00000    0.46338    0.83060    1.72056
    3.29840   83.63341    2.00000  109.19192   -0.30560  113.95326    0.00000    0.69827    0.45853    0.73773
    3.30120   83.66549    2.00000   79.10139    0.05455  113.98512    0.00000    0.39689    0.43447    0.70762
    3.30400   83.69758    2.00000   71.30987    0.14801  114.01694    0.00000    0.16307    0.33018    0.39404
    3.30680   83.72964    2.00000   58.94145    0.29605  114.04873    0.00000    1.28380    0.37677    0.97400
    3.30960   83.76167    2.00000  123.42761   -0.47356  114.08046    0.00000    0.86512    0.13973    0.76122
    3.31240   83.79360    2.00000  103.16093   -0.23113  114.11210    0.00000    1.53435    0.83844    0.25488
    3.31520   83.82555    2.00000  101.59420   -0.21197  114.14373    0.00000    0.21683    1.04073    0.51501
    3.31800   83.85744    2.00000   65.37182    0.22044  114.17529    0.00000    0.12529    0.47750    0.72412
    3.32080   83.88928    2.00000   85.67137   -0.02124  114.20679    0.00000    0.52328    1.10719    0.95206
    3.32360   83.92110    2.00000   35.65210    0.57517  114.23824    0.00000    0.01633    0.53711    0.23303
    3.32640   83.95290    2.00000   61.21708    0.27082  114.26965    0.00946    1.27086    0.58194    0.66732
    3.32920   83.98459    2.00000   97.95378   -0.16633  114.30096    0.00000    0.31190    1.07428    0.06262
    3.33200   84.01630    2.00000  106.27635   -0.26495  114.33226    0.00945    1.10831    0.25088    0.50163
    3.33480   84.04800    2.00000  108.79853   -0.29448  114.36351    0.00944    0.17468    0.06216    1.02317
    3.33760   84.07956    2.00000  119.37032   -0.41973  114.39467    0.00000    1.39313    1.53744    0.28124
    3.34040   84.11118    2.00000   75.48381    0.10257  114.42581   -0.00943    0.08423    0.50880    0.55066
    3.34320   84.14268    2.00000   69.34946    0.17581  114.45686    0.00000    0.84426    1.07692    0.25318
    3.34600   84.17421    2.00000  129.32584   -0.53641  114.48790    0.00942    0.82206    0.68493    0.52753
    3.34880   84.20570    2.00000   78.53456    0.06735  114.51886    0.00000    0.90043    0.72490    1.19862
    3.35160   84.23709    2.00000  130.60786   -0.55048  114.54977    0.00000    0.62295    0.27634    1.19256
    3.35440   84.26852    2.00000  113.67399   -0.34895  114.58066    0.00000    0.20593    1.44865    0.16256
    3.35720   84.29987    2.00000   50.38930    0.40226  114.61145    0.00000    0.11515    0.01887    0.19256
    3.36000   84.33117    2.00000   72.37598    0.14176  114.64220    0.00000    0.59752    0.03148    0.40673
    3.36280   84.36244    2.00000   41.21476    0.51146  114.67290    0.00939    0.38272    0.00219    1.03557
    3.36560   84.39368    2.00000   54.96103    0.34875  114.70354    0.00000    0.34046    0.10250    0.19966
    3.36840   84.42492    2.00000   79.04230    0.06376  114.73417    0.00938    0.87018    0.62907    0.27904
    3.37120   84.45605    2.00000  106.57625   -0.26191  114.76470    0.00000    0.74997    0.66035    0.05054
    3.37400   84.48718    2.00000  105.05813   -0.24348  114.79518   -0.00937    0.93935    0.59664    1.09729
    3.37680   84.51828    2.00000   91.37548   -0.08113  114.82562    0.00000    0.34038    0.38501    0.60524
    3.37960   84.54929    2.00000   26.92602    0.68153  114.85599    0.00000    2.08653    1.09828    0.24941
    3.38240   84.58033    2.00000  102.80203   -0.21544  114.88632    0.00936    0.55729    0.82536    0.66404
    3.38520   84.61129    2.00000   28.32734    0.66521  114.91661    0.00000    0.29485    0.38789    0.25260
    3.38800   84.64227    2.00000  102.54551   -0.21152  114.94686   -0.00935    0.01387    1.11645    0.72786
    3.39080   84.67310    2.00000  112.10371   -0.32396  114.97698    0.00000    0.22943    0.72928    1.04640
    3.39360   84.70399    2.00000   64.81064    0.23486  115.00715    0.00000    0.84872    1.03789    1.01258
    3.39640   84.73482    2.00000  137.58990   -0.62377  115.03720    0.00000    0.30646    0.60294    1.05421
    3.39920   84.76556    2.00000   45.35173    0.46497  115.06720    0.00000    2.13113    0.62264    0.13683
    3.40200   84.79632    2.00000   64.60358    0.23813  115.09717    0.00000    0.06335    1.20037    0.42877
    3.40480   84.82705    2.00000   77.96989    0.08084  115.12708    0.00000    0.17277    0.11061    0.66568
    3.40760   84.85772    2.00000   69.34644    0.18279  115.15695    0.00000    0.18298    0.29667    0.61200
    3.41040   84.88837    2.00000   40.17278    0.52676  115.18676    0.00000    0.77894    0.18833    0.42915
    3.41320   84.91895    2.00000   84.84166    0.00091  115.21650    0.00000    0.09338    1.45581    0.52601
    3.41600   84.94952    2.00000  107.15452   -0.26139  115.24622    0.00930    0.58431    0.96108    0.25720
    3.41880   84.98003    2.00000  109.86397   -0.29282  115.27587    0.00000    0.45722    0.04208    0.62765
    3.42160   85.01050    2.00000   66.08022    0.22268  115.30547    0.00000    0.68669    1.73938    0.48791
    3.42440   85.04097    2.00000   84.05821    0.01156  115.33502    0.00000    0.86089    0.13158    0.06557
    3.42720   85.07139    2.00000   66.69158    0.21605  115.36450    0.00000    1.06042    0.81736    0.20826
    3.43000   85.10176    2.00000  127.52455   -0.49849  115.39397    0.00000    0.13860    0.19743    0.89247
    3.43280   85.13209    2.00000   63.83360    0.25018  115.42334   -0.00927    0.27248    0.40410    0.31632
    3.43560   85.16238    2.00000   81.11093    0.04757  115.45269    0.00000    0.43398    0.27563    0.96967
    3.43840   85.19263    2.00000   91.90752   -0.07882  115.48196   -0.00926    0.71560    0.36798    0.26578
    3.44120   85.22285    2.00000   68.95156    0.19093  115.51121    0.00000    0.01095    0.65538    0.14686
    3.44400   85.25308    2.00000  128.68752   -0.50948  115.54041    0.00925    0.52934    0.73930    0.22655
    3.44680   85.28322    2.00000   98.39845   -0.15378  115.56955    0.00925    1.19670    0.68016    1.46333
    3.44960   85.31332    2.00000   64.40629    0.24506  115.59863    0.00924    0.87697    0.03741    0.43780
    3.45240   85.34339    2.00000  123.88577   -0.45162  115.62766    0.00000    0.08567    0.18711    0.62308
    3.45520   85.37344    2.00000   87.42085   -0.02398  115.65663    0.00923    0.28456    0.28995    0.29656
    3.45800   85.40341    2.00000  105.01119   -0.22959  115.68555    0.00000    0.50375    1.14923    0.45336
    3.46080   85.43338    2.00000   92.80257   -0.08626  115.71445    0.00000    0.25633    0.39221    0.91306
    3.46360   85.46336    2.00000  108.34150   -0.26770  115.74327    0.00000    0.14761    1.33224    0.41600
    3.46640   85.49323    2.00000   24.62069    0.71202  115.77204    0.00921    0.40957    0.37012    0.61305
    3.46920   85.52309    2.00000   89.13960   -0.04229  115.80079    0.00921    0.48755    0.82548    0.01832
    3.47200   85.55292    2.00000   82.43692    0.03642  115.82947    0.00000    0.23968    0.13159    0.32749
    3.47480   85.58269    2.00000   61.93508    0.27631  115.85809    0.00000    0.04872    0.61315    0.49258
    3.47760   85.61242    2.00000   64.92394    0.24165  115.88667   -0.00920    0.83502    0.09388    0.51637
    3.48040   85.64212    2.00000   53.54892    0.37474  115.91518    0.00000    0.36054    0.21647    1.51523
    3.48320   85.67181    2.00000   59.34390    0.30731  115.94366    0.00000    0.05317    1.02805    0.61361
    3.48600   85.70141    2.00000  101.22286   -0.18111  115.97206    0.00000    0.62845    0.02552    0.64351
    3.48880   85.73102    2.00000  142.58589   -0.66318  116.00044    0.00000    0.45603    0.75103    0.89716
    3.49160   85.76058    2.00000   91.86109   -0.07113  116.02876    0.00000    0.01514    1.33259    0.19090
    3.49440   85.79016    2.00000  109.93127   -0.28140  116.05705    0.00917    0.07365    0.51205    0.81864
    3.49720   85.81961    2.00000  109.24369   -0.27295  116.08527    0.00000    0.54111    1.27024    1.04801
    3.50000   85.84908    2.00000   72.72252    0.15290  116.11344    0.00000    0.76089    0.74515    0.15364
    3.50280   85.87849    2.00000   68.64285    0.20070  116.14156    0.00000    0.03321    0.33474    0.66103
    3.50560   85.90788    2.00000   89.62344   -0.04325  116.16964    0.00000    0.82239    0.06180    0.32073
    3.50840   85.93727    2.00000   52.42914    0.38991  116.19767    0.00000    0.65216    0.11846    0.36587
    3.51120   85.96651    2.00000   80.66033    0.06172  116.22562   -0.00914    0.32881    0.52747    0.31094
    3.51400   85.99583    2.00000  123.94715   -0.44132  116.25356    0.00000    0.32126    1.53765    1.58952
    3.51680   86.02502    2.00000  132.85222   -0.54434  116.28142    0.00000    1.60916    0.58666    0.37043
    3.51960   86.05421    2.00000   38.22463    0.55581  116.30923    0.00000    0.29166    0.37547    0.38687
    3.52240   86.08343    2.00000   99.89792   -0.16048  116.33704    0.00000    0.74059    0.04492    0.49481
    3.52520   86.11253    2.00000   70.31587    0.18344  116.36474    0.00912    0.37276    0.20714    1.06764
    3.52800   86.14160    2.00000   98.83021   -0.14730  116.39240    0.00000    0.32849    0.70492    0.75577
    3.53080   86.17071    2.00000  105.56125   -0.22502  116.42004   -0.00911    0.18719    1.37985    1.08253
    3.53360   86.19969    2.00000  128.71085   -0.49317  116.44759    0.00000    0.47904    0.93940    0.02467
    3.53640   86.22869    2.00000   76.14955    0.11689  116.47514    0.00910    0.90183    0.09356    1.14737
    3.53920   86.25766    2.00000   92.72212   -0.07494  116.50262    0.00000    1.25945    0.56409    0.58031
    3.54200   86.28656    2.00000  129.28909   -0.49837  116.53004    0.00909    0.64545    0.93286    0.55603
    3.54480   86.31546    2.00000  130.99690   -0.51765  116.55743    0.00000    0.70558    0.02197    0.00881
    3.54760   86.34430    2.00000   48.44481    0.43893  116.58475    0.00000    0.13263    0.65678    1.10088
    3.55040   86.37308    2.00000   40.28897    0.53355  116.61200    0.00000    0.25982    0.16028    0.14139
    3.55320   86.40186    2.00000   10.87763    0.87410  116.63924    0.00000    0.82287    0.70552    0.65201
    3.55600   86.43060    2.00000   67.39332    0.22026  116.66644    0.00000    0.22319    0.45654    0.51552
    3.55880   86.45930    2.00000   85.27858    0.01366  116.69355   -0.00907    0.22547    0.14103    0.90956
    3.56160   86.48801    2.00000   98.18637   -0.13526  116.72067    0.00000    0.75376    0.16152    0.01020
    3.56440   86.51662    2.00000   85.08651    0.01653  116.74769    0.00000    0.10131    0.98190    0.19884
    3.56720   86.54522    2.00000   60.87366    0.29663  116.77467    0.00906    0.61948    0.73317    0.39273
    3.57000   86.57376    2.00000   89.55595   -0.03445  116.80160    0.00000    0.01906    1.22990    1.79238
    3.57280   86.60229    2.00000   29.10059    0.66397  116.82849    0.00000    0.28746    0.30184    0.40081
    3.57560   86.63080    2.00000   50.24612    0.42000  116.85534    0.00000    0.04810    1.04269    0.13169
    3.57840   86.65920    2.00000  133.91423   -0.54530  116.88210    0.00000    0.16199    0.47673    0.42219
    3.58120   86.68765    2.00000   91.31493   -0.05338  116.90887    0.00000    0.54487    0.53772    0.52600
    3.58400   86.71603    2.00000  115.57790   -0.33283  116.93555    0.00000    0.68952    0.05382    1.16323
    3.58680   86.74442    2.00000   99.46214   -0.14661  116.96222    0.00000    0.22369    0.68846    0.56131
    3.58960   86.77270    2.00000   79.71100    0.08138  116.98879    0.00000    0.96095    1.39537    0.03342
    3.59240   86.80103    2.00000  118.72252   -0.36775  117.01538    0.00000    0.70256    0.06160    0.67968
    3.59520   86.82925    2.00000  118.89342   -0.36928  117.04187    0.00000    1.87959    0.57683    0.21275
    3.59800   86.85744    2.00000  131.18069   -0.51030  117.06831    0.00000    0.32278    0.07575    0.47948
    3.60080   86.88564    2.00000   46.37500    0.46625  117.09471    0.00901    0.66138    1.18151    1.54662
    3.60360   86.91381    2.00000   68.03446    0.21722  117.12109    0.00000    0.43686    0.36466    0.68109
    3.60640   86.94190    2.00000   81.40856    0.06364  117.14739    0.00000    0.74856    0.59727    1.07658
    3.60920   86.96993    2.00000  105.84924   -0.21708  117.17365    0.00000    1.29593    1.01251    0.00494
    3.61200   86.99796    2.00000   83.03957    0.04550  117.19984    0.00899    0.52927    0.30860    0.02043
    3.61480   87.02596    2.00000  124.71740   -0.43311  117.22601    0.00000    0.47787    0.71034    0.58026
    3.61760   87.05392    2.00000   91.50925   -0.05118  117.25213    0.00000    0.81028    0.46798    0.98200
    3.62040   87.08188    2.00000  108.86537   -0.25015  117.27821    0.00000    0.01761    1.01017    0.38048
    3.62320   87.10976    2.00000   73.95473    0.15102  117.30424   -0.00897    0.87409    0.87509    0.01819
    3.62600   87.13766    2.00000  117.09866   -0.34384  117.33023    0.00000    0.28366    0.00972    0.82221
    3.62880   87.16545    2.00000   94.67766   -0.08618  117.35612    0.00000    0.22552    0.42337    0.35844
    3.63160   87.19324    2.00000   34.70631    0.60196  117.38202    0.00000    0.52311    0.04919    1.04907
    3.63440   87.22104    2.00000  162.15871   -0.85917  117.40784    0.00000    0.20764    0.53989    0.41550
    3.63720   87.24872    2.00000   97.78069   -0.12071  117.43362    0.00000    0.04076    1.58253    0.77880
    3.64000   87.27641    2.00000   38.54945    0.55831  117.45935    0.00895    0.24225    0.49221    0.09882
    3.64280   87.30412    2.00000   94.81391   -0.08602  117.48506    0.00000    0.10740    0.06525    0.04088
    3.64560   87.33167    2.00000   96.52177   -0.10523  117.51068    0.00000    0.94608    1.29398    0.55473
    3.64840   87.35930    2.00000   51.10721    0.41498  117.53629    0.00894    1.19701    0.15119    1.63062
    3.65120   87.38683    2.00000  157.61084   -0.80360  117.56184    0.00000    0.21208    1.55685    0.39874
    3.65400   87.41435    2.00000  111.95747   -0.28077  117.58734    0.00000    0.21231    1.06972    0.05222
    3.65680   87.44180    2.00000  114.06817   -0.30450  117.61279    0.00000    0.68807    1.19148    1.49499
    3.65960   87.46925    2.00000   92.25011   -0.05466  117.63818    0.00892    0.61078    0.41141    0.52074
    3.66240   87.49672    2.00000  135.39119   -0.54739  117.66357   -0.00892    0.34697    0.17992    0.59939
    3.66520   87.52409    2.00000  102.17692   -0.16741  117.68887    0.00000    0.84967    0.37817    0.44474
    3.66800   87.55145    2.00000   59.43980    0.32109  117.71414    0.00891    0.40954    0.95120    0.34073
    3.67080   87.57871    2.00000  103.17755   -0.17811  117.73935    0.00000    0.67396    0.01722    0.32526
    3.67360   87.60607    2.00000   76.41687    0.12772  117.76456    0.00890    0.52961    0.35216    0.65633
    3.67640   87.63326    2.00000  108.91616   -0.24286  117.78965    0.00000    0.41204    0.31473    1.72857
    3.67920   87.66050    2.00000   96.87055   -0.10507  117.81474   -0.00890    0.90459    0.70658    0.16344
    3.68200   87.68766    2.00000   32.09221    0.63402  117.83976    0.00000    0.79455    0.37926    0.41844
    3.68480   87.71482    2.00000   78.90855    0.10040  117.86477    0.00000    0.22650    0.98850    0.01063
    3.68760   87.74193    2.00000   80.03947    0.08779  117.88969    0.00000    0.80916    0.51857    0.49067
    3.69040   87.76901    2.00000   67.70933    0.22855  117.91460   -0.00888    1.41820    0.93995    0.56850
    3.69320   87.79602    2.00000   83.34682    0.05068  117.93942    0.00000    0.29416    0.19048    0.00056
    3.69600   87.82304    2.00000   79.87688    0.09048  117.96423    0.00887    0.79830    0.13302    0.84464
    3.69880   87.85001    2.00000   87.64141    0.00237  117.98898    0.00000    0.12121    2.57564    0.51351
    3.70160   87.87698    2.00000   70.96400    0.19246  118.01372    0.00000    0.49339    0.26911    0.00175
    3.70440   87.90388    2.00000  101.55833   -0.15533  118.03838    0.00000    0.42183    0.01396    0.10465
    3.70720   87.93074    2.00000   78.76185    0.10427  118.06298    0.00886    0.93278    0.99742    0.00476
    3.71000   87.95757    2.00000   74.77820    0.14984  118.08755    0.00000    0.29185    0.27661    0.22664
    3.71280   87.98438    2.00000   36.35490    0.58680  118.11206    0.00000    1.10805    1.17599    0.33124
    3.71560   88.01121    2.00000   62.34040    0.29168  118.13658    0.00000    0.77875    0.05812    0.41613
    3.71840   88.03790    2.00000  136.38992   -0.54922  118.16100    0.00000    0.27561    0.77182    0.03549
    3.72120   88.06458    2.00000  108.97735   -0.23747  118.18537    0.00000    0.12421    0.83896    0.28648
    3.72400   88.09129    2.00000   62.03038    0.29584  118.20972    0.00000    0.24028    0.24268    1.54144
    3.72680   88.11796    2.00000   96.51821   -0.09533  118.23405    0.00000    1.13894    0.62006    0.05383
    3.72960   88.14449    2.00000  121.23756   -0.37544  118.25825    0.00000    0.92555    0.29562    0.07508
    3.73240   88.17110    2.00000   99.14120   -0.12442  118.28248    0.00000    0.90781    1.14265    0.89646
    3.73520   88.19764    2.00000  135.82021   -0.53995  118.30663    0.00000    0.13423    0.35321    0.22947
    3.73800   88.22412    2.00000   78.08682    0.11490  118.33073    0.00000    0.19871    0.07909    0.34540
    3.74080   88.25063    2.00000   88.68285   -0.00490  118.35481    0.00882    0.47129    1.50787    0.61666
    3.74360   88.27710    2.00000  145.08359   -0.64350  118.37885    0.00000    1.96842    0.42510    0.43343
    3.74640   88.30352    2.00000   62.61526    0.29091  118.40285    0.00881    0.92920    0.05920    0.73101
    3.74920   88.32985    2.00000   70.34203    0.20364  118.42675    0.00000    0.85339    0.07412    0.01863
    3.75200   88.35617    2.00000  126.67259   -0.43366  118.45063    0.00880    0.63821    1.33143    0.45132
    3.75480   88.38252    2.00000   71.97892    0.18560  118.47450    0.00000    0.21976    0.39997    0.06372
    3.75760   88.40881    2.00000   21.04874    0.76192  118.49831    0.00000    0.97678    0.16340    0.58442
    3.76040   88.43501    2.00000  103.10832   -0.16592  118.52204   -0.00879    0.39039    0.81370    0.03492
    3.76320   88.46120    2.00000  131.52267   -0.48678  118.54572    0.00000    1.66562    0.37092    0.79266
    3.76600   88.48743    2.00000   81.81447    0.07541  118.56940    0.00878    0.34003    0.20764    0.79833
    3.76880   88.51355    2.00000   68.31960    0.22815  118.59302    0.00000    0.47667    0.21021    0.32012
    3.77160   88.53966    2.00000  109.61792   -0.23807  118.61659    0.00878    1.31627    0.11617    0.33137
    3.77440   88.56576    2.00000  113.65018   -0.28323  118.64013    0.00000    0.10100    0.16697    1.01704
    3.77720   88.59176    2.00000   69.61282    0.21423  118.66359    0.00000    0.61696    0.37439    1.30868
    3.78000   88.61778    2.00000   89.08751   -0.00530  118.68703   -0.00877    0.37742    0.40645    1.04041
    3.78280   88.64377    2.00000   52.11057    0.41214  118.71042    0.00876    0.30422    0.61597    0.19251
    3.78560   88.66969    2.00000  125.95908   -0.42054  118.73376    0.00000    0.30399    1.21369    0.87249
    3.78840   88.69564    2.00000   85.74332    0.03329  118.75709    0.00000    0.01978    0.95770    0.08791
    3.79120   88.72150    2.00000   65.57258    0.26092  118.78033    0.00000    0.86208    0.51423    0.14449
    3.79400   88.74736    2.00000   46.08823    0.48068  118.80356    0.00000    1.06098    0.24418    0.47049
    3.79680   88.77322    2.00000  102.91389   -0.15929  118.82674    0.00000    0.17855    0.34933    0.12204
    3.79960   88.79899    2.00000   71.68941    0.19268  118.84987   -0.00874    1.32557    1.06384    0.28026
    3.80240   88.82476    2.00000  101.98373   -0.14815  118.87297    0.00000    0.58345    0.13489    0.17530
    3.80520   88.85047    2.00000  117.29361   -0.32012  118.89600    0.00000    0.27554    0.18654    0.24017
    3.80800   88.87612    2.00000   98.38000   -0.10693  118.91898    0.00000    0.30142    0.51107    0.57084
    3.81080   88.90178    2.00000   65.26270    0.26590  118.94193    0.00000    0.37376    0.63872    0.97612
    3.81360   88.92738    2.00000   88.37626    0.00620  118.96482   -0.00873    0.12936    1.21524    0.08689
    3.81640   88.95299    2.00000   73.88320    0.16941  118.98769    0.00000    0.12556    0.19707    0.61236
    3.81920   88.97858    2.00000   98.34641   -0.10528  119.01051    0.00000    0.47937    0.29919    1.59314
    3.82200   89.00410    2.00000   55.06569    0.38131  119.03330    0.00872    0.86263    0.16318    0.00993
    3.82480   89.02958    2.00000   68.43526    0.23132  119.05602    0.00000    1.03167    2.12958    0.64742
    3.82760   89.05505    2.00000   89.90172   -0.00951  119.07870    0.00871    0.05941    0.46623    0.33661
    3.83040   89.08050    2.00000   47.75118    0.46395  119.10136    0.00000    0.86663    0.16329    0.30260
    3.83320   89.10586    2.00000  119.32619   -0.33915  119.12394    0.00000    0.77415    0.73422    0.96197
    3.83600   89.13121    2.00000   45.89262    0.48511  119.14648    0.00000    0.73386    0.19073    0.38650
    3.83880   89.15655    2.00000  112.20238   -0.25849  119.16901    0.00870    0.74721    0.88378    0.34543
    3.84160   89.18189    2.00000  102.29896   -0.14708  119.19149    0.00000    0.66762    0.29676    0.69976
    3.84440   89.20715    2.00000   72.59124    0.18626  119.21391    0.00000    0.40708    1.23477    1.08468
    3.84720   89.23241    2.00000  107.39352   -0.20353  119.23631    0.00869    0.44388    0.21164    0.63916
    3.85000   89.25758    2.00000  141.84929   -0.58921  119.25862    0.00000    1.49422    1.01775    0.42442
    3.85280   89.28276    2.00000   92.87202   -0.04020  119.28091    0.00000    1.04115    0.22248    1.27640
    3.85560   89.30791    2.00000   95.86364   -0.07341  119.30316    0.00000    0.48178    1.69966    0.18994
    3.85840   89.33305    2.00000  144.11826   -0.61327  119.32539    0.00000    1.04751    0.24470    0.26508
    3.86120   89.35810    2.00000   96.69270   -0.08208  119.34755    0.00000    0.05582    0.03388    0.42257
    3.86400   89.38315    2.00000  122.70758   -0.37283  119.36966    0.00000    0.50716    0.04298    0.11800
    3.86680   89.40819    2.00000   49.54656    0.44584  119.39178   -0.00866    0.23377    0.29189    0.72011
    3.86960   89.43314    2.00000  125.73344   -0.40589  119.41377   -0.00866    1.05324    1.00282    0.99427
    3.87240   89.45810    2.00000   89.53772   -0.00089  119.43578    0.00000    0.77471    1.15135    0.27782
    3.87520   89.48301    2.00000   99.30797   -0.10980  119.45771    0.00000    0.74438    1.33469    0.11267
    3.87800   89.50791    2.00000   93.14967   -0.04069  119.47962    0.00865    1.22403    1.27640    0.50017
    3.88080   89.53279    2.00000   81.34028    0.09150  119.50150    0.00000    0.58964    0.03187    0.08068
    3.88360   89.55760    2.00000  117.99796   -0.31756  119.52332    0.00000    1.14861    0.11376    0.06170
    3.88640   89.58237    2.00000   74.88390    0.16408  119.54507   -0.00864    0.09309    0.05960    0.54261
