   r (kpc/h)    Vrot   N(i)  Vrot(measured)   %error        Vcirc       Vc%error       vphirms/vphirm_th Vr_rms/Vr_rms_th   Vz_rms/Vz_rms_th  
    7.82880  103.89955    1.00000   95.22003    0.08354  123.73019   -0.01613    0.00011    0.00054    0.00025
    7.83160  103.90046    1.00000  108.23239   -0.04169  123.72226    0.00000    0.00011    0.00007    0.00025
    7.83440  103.90135    1.00000   85.15952    0.18038  123.71432    0.00000    0.00011    0.00007    0.00025
    7.83720  103.90227    1.00000  135.23972   -0.30160  123.70641    0.00807    0.00011    0.00007    0.00025
    7.84000  103.90304    1.00000   88.06064    0.15247  123.69842    0.00000    0.00011    0.00007    0.00025
    7.84280  103.90387    1.00000   96.45171    0.07172  123.69044   -0.00807    0.00117    0.00010    0.00056
    7.84560  103.90470    1.00000  108.06937   -0.04008  123.68243   -0.00807    0.00011    0.00007    0.00025
    7.84840  103.90553    1.00000   99.42503    0.04312  123.67445    0.00807    0.00132    0.00007    0.00025
    7.85120  103.90633    1.00000  119.17707   -0.14697  123.66647    0.00808    0.00119    0.00007    0.00025
    7.85400  103.90711    1.00000   99.04601    0.04678  123.65846    0.00000    0.00049    0.00007    0.00025
    7.85680  103.90797    1.00000   89.63094    0.13740  123.65048    0.00000    0.00011    0.00008    0.00025
    7.85960  103.90867    1.00000   90.38064    0.13019  123.64241    0.00808    0.00011    0.00007    0.00025
    7.86240  103.90943    1.00000  103.97652   -0.00065  123.63437    0.00000    0.00011    0.00007    0.00025
    7.86520  103.91026    1.00000  134.72253   -0.29653  123.62640    0.00000    0.00093    0.00007    0.00025
    7.86800  103.91097    1.00000   91.11951    0.12310  123.61832    0.00000    0.00053    0.00007    0.00039
    7.87080  103.91177    1.00000  104.86567   -0.00918  123.61028    0.00808    0.00154    0.00007    0.00025
    7.87360  103.91244    1.00000   83.60478    0.19543  123.60220    0.00808    0.00011    0.00014    0.00025
    7.87640  103.91326    1.00000  114.65277   -0.10335  123.59417    0.00808    0.00154    0.00033    0.00025
    7.87920  103.91391    1.00000  112.59344   -0.08353  123.58606    0.00809    0.00011    0.00012    0.00025
    7.88200  103.91459    1.00000  109.57082   -0.05443  123.57796   -0.00809    0.00011    0.00042    0.00025
    7.88480  103.91541    1.00000  112.42741   -0.08191  123.56995    0.00000    0.00011    0.00007    0.00025
    7.88760  103.91610    1.00000   83.67550    0.19478  123.56181    0.00000    0.00011    0.00008    0.00025
    7.89040  103.91683    1.00000   67.66596    0.34885  123.55372    0.00809    0.00011    0.00016    0.00025
    7.89320  103.91747    1.00000  101.69844    0.02135  123.54562   -0.00809    0.00011    0.00007    0.00025
    7.89600  103.91819    1.00000  117.06004   -0.12646  123.53748    0.00000    0.00011    0.00017    0.00025
    7.89880  103.91885    1.00000  130.64819   -0.25721  123.52935    0.00809    0.00011    0.00007    0.00025
    7.90160  103.91951    1.00000  137.78404   -0.32587  123.52123    0.00000    0.00136    0.00007    0.00047
    7.90440  103.92010    1.00000  112.01601   -0.07791  123.51303    0.00000    0.00030    0.00007    0.00026
    7.90720  103.92081    1.00000  102.64878    0.01224  123.50491    0.00000    0.00011    0.00007    0.00025
    7.91000  103.92143    1.00000  135.15544   -0.30055  123.49676    0.00810    0.00011    0.00009    0.00025
    7.91280  103.92210    1.00000  129.29745   -0.24418  123.48865    0.00000    0.00011    0.00014    0.00025
    7.91560  103.92269    1.00000   94.24700    0.09310  123.48041   -0.00810    0.00124    0.00007    0.00025
    7.91840  103.92333    1.00000   97.99011    0.05709  123.47225   -0.01620    0.00048    0.00007    0.00025
    7.92120  103.92395    1.00000   88.18903    0.15141  123.46404    0.00000    0.00011    0.00007    0.00025
    7.92400  103.92458    1.00000   98.16171    0.05545  123.45587    0.01621    0.00011    0.00007    0.00025
    7.92680  103.92516    1.00000  128.72028   -0.23859  123.44767    0.00000    0.00080    0.00007    0.00025
    7.92960  103.92573    1.00000  163.70689   -0.57523  123.43948    0.00810    0.00011    0.00036    0.00042
    7.93240  103.92628    1.00000   97.01686    0.06648  123.43127    0.00000    0.00116    0.00007    0.00025
    7.93520  103.92688    1.00000  111.79586   -0.07572  123.42301    0.00000    0.00011    0.00024    0.00025
    7.93800  103.92740    1.00000   82.11906    0.20984  123.41476    0.00000    0.00125    0.00007    0.00025
    7.94080  103.92803    1.00000   87.57934    0.15731  123.40661    0.00811    0.00093    0.00007    0.00025
    7.94360  103.92861    1.00000  126.75308   -0.21962  123.39835    0.00000    0.00011    0.00043    0.00026
    7.94640  103.92917    1.00000  113.27123   -0.08989  123.39011    0.00000    0.00067    0.00007    0.00026
    7.94920  103.92966    1.00000   99.38385    0.04374  123.38178    0.00000    0.00123    0.00007    0.00026
    7.95200  103.93018    1.00000  118.95072   -0.14453  123.37352    0.00000    0.00062    0.00007    0.00026
    7.95480  103.93075    1.00000   93.06703    0.10453  123.36530    0.00000    0.00011    0.00015    0.00026
    7.95760  103.93126    1.00000   96.59279    0.07061  123.35701    0.00812    0.00093    0.00007    0.00029
    7.96040  103.93176    1.00000   59.24236    0.42999  123.34869    0.00000    0.00060    0.00007    0.00026
    7.96320  103.93227    1.00000   99.26556    0.04490  123.34042    0.00812    0.00050    0.00007    0.00026
    7.96600  103.93280    1.00000   93.47967    0.10058  123.33216   -0.00812    0.00106    0.00007    0.00026
    7.96880  103.93322    1.00000  109.17129   -0.05040  123.32378    0.00812    0.00011    0.00007    0.00026
    7.97160  103.93375    1.00000  103.35225    0.00559  123.31549    0.00812    0.00207    0.00007    0.00026
    7.97440  103.93420    1.00000  114.97618   -0.10624  123.30717   -0.00812    0.00068    0.00007    0.00026
    7.97720  103.93453    1.00000  110.76840   -0.06575  123.29877    0.00000    0.00011    0.00007    0.00026
    7.98000  103.93501    1.00000  128.26910   -0.23413  123.29044    0.00812    0.00011    0.00007    0.00026
    7.98280  103.93556    1.00000  114.35802   -0.10028  123.28214   -0.01625    0.00011    0.00007    0.00026
    7.98560  103.93593    1.00000   92.04649    0.11439  123.27379    0.00813    0.00035    0.00007    0.00026
    7.98840  103.93634    1.00000  106.87984   -0.02832  123.26539    0.00813    0.00011    0.00007    0.00026
    7.99120  103.93671    1.00000   93.42531    0.10113  123.25699   -0.00813    0.00011    0.00007    0.00026
    7.99400  103.93722    1.00000  107.67365   -0.03595  123.24866    0.00813    0.00011    0.00024    0.00026
    7.99680  103.93761    1.00000  111.92577   -0.07686  123.24029    0.00000    0.00011    0.00007    0.00026
    7.99960  103.93804    1.00000   79.82346    0.23201  123.23193    0.00000    0.00011    0.00007    0.00026
    8.00240  103.93835    1.00000  113.05968   -0.08776  123.22348    0.00813    0.00167    0.00020    0.00026
    8.00520  103.93885    1.00000   97.81072    0.05896  123.21513   -0.00813    0.00011    0.00007    0.00026
    8.00800  103.93916    1.00000  114.15034   -0.09824  123.20665    0.00000    0.00111    0.00007    0.00026
    8.01080  103.93946    1.00000   86.48477    0.16793  123.19823    0.00000    0.00011    0.00007    0.00026
    8.01360  103.93996    1.00000  106.81996   -0.02771  123.18987    0.00000    0.00163    0.00007    0.00026
    8.01640  103.94028    1.00000   95.81409    0.07818  123.18141    0.00000    0.00011    0.00007    0.00026
    8.01920  103.94064    1.00000   88.27847    0.15068  123.17298    0.00814    0.00011    0.00007    0.00026
    8.02200  103.94099    1.00000   89.69981    0.13701  123.16452    0.00000    0.00069    0.00007    0.00026
    8.02480  103.94134    1.00000  116.82747   -0.12398  123.15609    0.00000    0.00011    0.00036    0.00026
    8.02760  103.94160    1.00000   99.16803    0.04593  123.14760   -0.00814    0.00011    0.00007    0.00026
    8.03040  103.94186    1.00000  112.34347   -0.08083  123.13911   -0.01629    0.00011    0.00009    0.00026
    8.03320  103.94224    1.00000  118.21511   -0.13732  123.13067   -0.00815    0.00011    0.00007    0.00026
    8.03600  103.94250    1.00000  100.81963    0.03004  123.12216    0.00000    0.00011    0.00007    0.00026
    8.03880  103.94286    1.00000  137.99133   -0.32757  123.11367    0.00000    0.00096    0.00007    0.00026
    8.04160  103.94312    1.00000  118.99624   -0.14482  123.10520   -0.00815    0.00040    0.00007    0.00026
    8.04440  103.94347    1.00000  115.56349   -0.11179  123.09673    0.00815    0.00011    0.00038    0.00026
    8.04720  103.94374    1.00000  117.12314   -0.12679  123.08822    0.00000    0.00011    0.00008    0.00042
    8.05000  103.94398    1.00000   63.41282    0.38993  123.07971    0.00000    0.00040    0.00021    0.00026
    8.05280  103.94425    1.00000  108.33786   -0.04227  123.07121   -0.00815    0.00011    0.00007    0.00026
    8.05560  103.94441    1.00000  125.42278   -0.20663  123.06260    0.00815    0.00154    0.00008    0.00026
    8.05840  103.94472    1.00000   91.50291    0.11970  123.05408    0.00816    0.00011    0.00025    0.00026
    8.06120  103.94503    1.00000  140.25253   -0.34930  123.04560    0.00000    0.00011    0.00036    0.00026
    8.06400  103.94524    1.00000  109.81166   -0.05644  123.03705    0.00816    0.00064    0.00007    0.00026
    8.06680  103.94546    1.00000  112.53422   -0.08263  123.02848    0.00816    0.00146    0.00007    0.00026
    8.06960  103.94563    1.00000  112.19794   -0.07939  123.01991   -0.00816    0.00011    0.00015    0.00026
    8.07240  103.94581    1.00000   87.36630    0.15950  123.01131    0.00000    0.00011    0.00007    0.00026
    8.07520  103.94610    1.00000  115.62270   -0.11233  123.00275    0.01633    0.00011    0.00007    0.00026
    8.07800  103.94622    1.00000   93.84593    0.09717  122.99412    0.00000    0.00011    0.00007    0.00026
    8.08080  103.94637    1.00000  114.64254   -0.10290  122.98552    0.00816    0.00011    0.00007    0.00058
    8.08360  103.94656    1.00000   71.71867    0.31004  122.97694    0.00000    0.00011    0.00007    0.00039
    8.08640  103.94672    1.00000   98.68206    0.05065  122.96828    0.00000    0.00101    0.00016    0.00026
    8.08920  103.94690    1.00000   97.49030    0.06211  122.95973    0.00000    0.00011    0.00007    0.00026
    8.09200  103.94705    1.00000   92.70525    0.10815  122.95108    0.00000    0.00011    0.00007    0.00026
    8.09480  103.94724    1.00000  125.07237   -0.20323  122.94250    0.00817    0.00066    0.00011    0.00026
    8.09760  103.94735    1.00000  112.29395   -0.08030  122.93385    0.00000    0.00011    0.00007    0.00026
    8.10040  103.94748    1.00000   70.37326    0.32299  122.92519    0.00817    0.00011    0.00007    0.00026
    8.10320  103.94764    1.00000  115.29394   -0.10915  122.91659   -0.01635    0.00210    0.00009    0.00026
    8.10600  103.94781    1.00000  106.82382   -0.02767  122.90793    0.00818    0.00011    0.00007    0.00026
    8.10880  103.94781    1.00000  114.74438   -0.10387  122.89922    0.01635    0.00011    0.00007    0.00026
    8.11160  103.94791    1.00000   92.73727    0.10785  122.89055    0.00000    0.00011    0.00007    0.00026
    8.11440  103.94804    1.00000   96.30502    0.07353  122.88186    0.00818    0.00011    0.00007    0.00026
    8.11720  103.94809    1.00000   87.91899    0.15420  122.87321   -0.00818    0.00011    0.00007    0.00026
    8.12000  103.94818    1.00000   96.55438    0.07113  122.86450   -0.00818    0.00104    0.00007    0.00026
    8.12280  103.94830    1.00000  138.69815   -0.33430  122.85585    0.00000    0.00011    0.00007    0.00026
    8.12560  103.94838    1.00000  113.71041   -0.09391  122.84714    0.00818    0.00011    0.00007    0.00026
    8.12840  103.94848    1.00000   86.15680    0.17116  122.83846   -0.00818    0.00011    0.00007    0.00026
    8.13120  103.94849    1.00000   97.31864    0.06378  122.82973   -0.00819    0.00011    0.00007    0.00026
    8.13400  103.94855    1.00000   99.12818    0.04637  122.82100   -0.00819    0.00011    0.00007    0.00026
    8.13680  103.94865    1.00000  125.39213   -0.20629  122.81232   -0.00819    0.00219    0.00007    0.00026
    8.13960  103.94863    1.00000  113.03374   -0.08740  122.80357   -0.00819    0.00194    0.00014    0.00028
    8.14240  103.94865    1.00000  113.26104   -0.08959  122.79482    0.00000    0.00011    0.00007    0.00029
    8.14520  103.94861    1.00000  104.70413   -0.00727  122.78599    0.00819    0.00052    0.00017    0.00026
    8.14800  103.94869    1.00000  122.30315   -0.17657  122.77730    0.00000    0.00011    0.00007    0.00026
    8.15080  103.94865    1.00000  108.62035   -0.04494  122.76852    0.00000    0.00062    0.00007    0.00041
    8.15360  103.94865    1.00000   87.60059    0.15727  122.75977    0.00819    0.00115    0.00007    0.00026
    8.15640  103.94861    1.00000   67.72191    0.34851  122.75095    0.00820    0.00011    0.00032    0.00026
    8.15920  103.94872    1.00000  119.65000   -0.15105  122.74229    0.00000    0.00085    0.00007    0.00027
    8.16200  103.94865    1.00000   95.65126    0.07982  122.73346    0.00820    0.00011    0.00007    0.00027
    8.16480  103.94865    1.00000   90.67092    0.12773  122.72469    0.00000    0.00048    0.00007    0.00027
    8.16760  103.94857    1.00000  119.29356   -0.14762  122.71584    0.00820    0.00011    0.00007    0.00027
    8.17040  103.94850    1.00000  118.13754   -0.13650  122.70703   -0.00820    0.00011    0.00052    0.00027
    8.17320  103.94848    1.00000  113.61077   -0.09295  122.69821    0.00000    0.00137    0.00010    0.00036
    8.17600  103.94839    1.00000  118.88126   -0.14366  122.68944    0.00000    0.00140    0.00020    0.00027
    8.17880  103.94828    1.00000   96.66090    0.07011  122.68054   -0.00821    0.00125    0.00019    0.00031
    8.18160  103.94822    1.00000  121.39503   -0.16784  122.67171   -0.00821    0.00011    0.00007    0.00027
    8.18440  103.94822    1.00000  101.07578    0.02763  122.66293    0.00000    0.00117    0.00007    0.00027
    8.18720  103.94815    1.00000   85.38478    0.17858  122.65412    0.00821    0.00063    0.00007    0.00027
    8.19000  103.94798    1.00000  115.29425   -0.10915  122.64523   -0.01642    0.00104    0.00007    0.00027
    8.19280  103.94785    1.00000   98.60792    0.05137  122.63633    0.00000    0.00011    0.00007    0.00027
    8.19560  103.94781    1.00000  101.68274    0.02179  122.62751    0.01643    0.00011    0.00024    0.00028
    8.19840  103.94775    1.00000  107.94508   -0.03846  122.61865    0.00000    0.00011    0.00009    0.00027
    8.20120  103.94754    1.00000   63.47162    0.38939  122.60971    0.00000    0.00011    0.00018    0.00027
    8.20400  103.94744    1.00000  109.93005   -0.05755  122.60088    0.00000    0.00011    0.00007    0.00027
    8.20680  103.94727    1.00000   63.27445    0.39128  122.59196    0.00822    0.00081    0.00007    0.00027
    8.20960  103.94713    1.00000  119.04807   -0.14528  122.58308    0.00000    0.00188    0.00007    0.00027
    8.21240  103.94702    1.00000   87.62644    0.15701  122.57416   -0.01644    0.00123    0.00007    0.00027
    8.21520  103.94682    1.00000  106.98584   -0.02924  122.56525    0.00000    0.00107    0.00007    0.00027
    8.21800  103.94674    1.00000  105.94669   -0.01924  122.55636   -0.00822    0.00083    0.00007    0.00027
    8.22080  103.94651    1.00000  127.22166   -0.22391  122.54743    0.00000    0.00011    0.00008    0.00027
    8.22360  103.94634    1.00000  107.08264   -0.03017  122.53850    0.00822    0.00036    0.00007    0.00041
    8.22640  103.94614    1.00000  111.53974   -0.07305  122.52954    0.00823    0.00127    0.00048    0.00027
    8.22920  103.94594    1.00000  117.62342   -0.13158  122.52064   -0.00823    0.00156    0.00029    0.00027
    8.23200  103.94583    1.00000  124.60180   -0.19872  122.51172    0.00823    0.00106    0.00014    0.00027
    8.23480  103.94550    1.00000  117.38539   -0.12930  122.50269    0.00000    0.00077    0.00014    0.00027
    8.23760  103.94534    1.00000   98.20792    0.05520  122.49375    0.00000    0.00012    0.00007    0.00027
    8.24040  103.94513    1.00000   84.62144    0.18590  122.48479    0.00000    0.00012    0.00007    0.00027
    8.24320  103.94503    1.00000   78.33038    0.24642  122.47587    0.00000    0.00012    0.00007    0.00027
    8.24600  103.94460    1.00000   91.22771    0.12234  122.46681    0.00000    0.00012    0.00007    0.00027
    8.24880  103.94436    1.00000   62.37661    0.39990  122.45783    0.00824    0.00053    0.00013    0.00027
    8.25160  103.94415    1.00000  126.04170   -0.21259  122.44884    0.00000    0.00101    0.00007    0.00027
    8.25440  103.94390    1.00000   81.57831    0.21517  122.43987    0.00824    0.00012    0.00013    0.00027
    8.25720  103.94370    1.00000  103.39640    0.00527  122.43088    0.00000    0.00012    0.00013    0.00027
    8.26000  103.94337    1.00000  127.00849   -0.22190  122.42184    0.00000    0.00012    0.00007    0.00034
    8.26280  103.94314    1.00000  109.24862   -0.05104  122.41284    0.00000    0.00131    0.00007    0.00027
    8.26560  103.94279    1.00000   99.75850    0.04026  122.40381    0.00000    0.00097    0.00062    0.00027
    8.26840  103.94257    1.00000  107.20360   -0.03137  122.39483    0.00000    0.00199    0.00007    0.00027
    8.27120  103.94232    1.00000   85.54137    0.17703  122.38583   -0.00825    0.00012    0.00014    0.00030
    8.27400  103.94199    1.00000  124.18774   -0.19478  122.37675   -0.00825    0.00083    0.00014    0.00027
    8.27680  103.94162    1.00000   69.15199    0.33470  122.36765   -0.00825    0.00094    0.00007    0.00027
    8.27960  103.94129    1.00000  111.34917   -0.07127  122.35860    0.00000    0.00220    0.00008    0.00029
    8.28240  103.94101    1.00000  106.48825   -0.02451  122.34954    0.00000    0.00012    0.00007    0.00032
    8.28520  103.94072    1.00000   96.46709    0.07190  122.34053    0.00000    0.00012    0.00007    0.00027
    8.28800  103.94042    1.00000  104.86528   -0.00890  122.33145    0.00825    0.00012    0.00007    0.00027
    8.29080  103.94003    1.00000  116.67236   -0.12250  122.32238    0.00000    0.00133    0.00007    0.00027
    8.29360  103.93967    1.00000   98.65716    0.05082  122.31324    0.00000    0.00101    0.00013    0.00027
    8.29640  103.93934    1.00000   99.11366    0.04643  122.30422    0.00000    0.00087    0.00056    0.00027
    8.29920  103.93896    1.00000  107.27419   -0.03209  122.29511    0.00826    0.00012    0.00010    0.00027
    8.30200  103.93858    1.00000  133.05624   -0.28014  122.28596    0.00826    0.00013    0.00007    0.00027
    8.30480  103.93826    1.00000  103.48563    0.00435  122.27689   -0.00826    0.00012    0.00007    0.00027
    8.30760  103.93780    1.00000  102.15987    0.01711  122.26778    0.00826    0.00012    0.00015    0.00027
    8.31040  103.93739    1.00000  108.41561   -0.04309  122.25863    0.00000    0.00113    0.00007    0.00027
    8.31320  103.93695    1.00000  113.94706   -0.09631  122.24948    0.00826    0.00092    0.00023    0.00027
    8.31600  103.93667    1.00000   99.24480    0.04514  122.24040    0.00826    0.00156    0.00007    0.00033
    8.31880  103.93623    1.00000   96.28352    0.07363  122.23127    0.00000    0.00012    0.00026    0.00027
    8.32160  103.93571    1.00000  123.86567   -0.19175  122.22207    0.00827    0.00012    0.00027    0.00027
    8.32440  103.93541    1.00000   84.59136    0.18612  122.21296    0.00000    0.00012    0.00007    0.00027
    8.32720  103.93498    1.00000  122.86740   -0.18216  122.20382    0.00827    0.00012    0.00007    0.00060
    8.33000  103.93451    1.00000  135.42903   -0.30302  122.19463   -0.00827    0.00220    0.00014    0.00027
    8.33280  103.93405    1.00000  117.14318   -0.12709  122.18544    0.00827    0.00177    0.00007    0.00027
    8.33560  103.93360    1.00000  125.69045   -0.20933  122.17633   -0.00827    0.00186    0.00013    0.00027
    8.33840  103.93307    1.00000  102.26663    0.01603  122.16708    0.00000    0.00122    0.00035    0.00027
    8.34120  103.93269    1.00000  113.37959   -0.09089  122.15796    0.00828    0.00140    0.00007    0.00027
    8.34400  103.93221    1.00000   69.46889    0.33159  122.14875   -0.00828    0.00012    0.00007    0.00027
    8.34680  103.93168    1.00000  102.76191    0.01126  122.13948   -0.00828    0.00154    0.00007    0.00027
    8.34960  103.93126    1.00000  109.61232   -0.05466  122.13036   -0.00828    0.00012    0.00016    0.00027
    8.35240  103.93079    1.00000  103.08576    0.00813  122.12111    0.00000    0.00057    0.00007    0.00027
    8.35520  103.93032    1.00000  104.18635   -0.00246  122.11196    0.00000    0.00012    0.00017    0.00029
    8.35800  103.92974    1.00000   78.10990    0.24844  122.10268    0.00828    0.00082    0.00007    0.00027
    8.36080  103.92937    1.00000  114.87228   -0.10529  122.09351    0.00000    0.00157    0.00022    0.00027
    8.36360  103.92871    1.00000   75.51987    0.27335  122.08424   -0.00829    0.00054    0.00007    0.00027
    8.36640  103.92828    1.00000  100.69525    0.03111  122.07501    0.00829    0.00012    0.00007    0.00028
    8.36920  103.92773    1.00000   90.17491    0.13233  122.06577    0.00000    0.00062    0.00007    0.00028
    8.37200  103.92713    1.00000   80.93692    0.22121  122.05651    0.00829    0.00023    0.00007    0.00028
    8.37480  103.92661    1.00000   79.86141    0.23156  122.04725    0.00000    0.00104    0.00007    0.00030
    8.37760  103.92608    1.00000   87.76246    0.15553  122.03803   -0.00829    0.00165    0.00007    0.00043
    8.38040  103.92552    1.00000  115.03848   -0.10693  122.02872    0.00000    0.00018    0.00007    0.00028
    8.38320  103.92493    1.00000   85.02139    0.18190  122.01946    0.00829    0.00012    0.00014    0.00028
    8.38600  103.92442    1.00000   98.30886    0.05403  122.01019   -0.00830    0.00047    0.00007    0.00028
    8.38880  103.92377    1.00000   97.61086    0.06075  122.00085    0.00000    0.00012    0.00007    0.00028
    8.39160  103.92314    1.00000  140.62923   -0.35320  121.99157    0.00830    0.00012    0.00007    0.00028
    8.39440  103.92262    1.00000  124.65770   -0.19952  121.98230   -0.00830    0.00035    0.00028    0.00028
    8.39720  103.92195    1.00000   91.10548    0.12333  121.97298    0.00830    0.00066    0.00007    0.00028
    8.40000  103.92143    1.00000   78.30334    0.24651  121.96368    0.00830    0.00012    0.00007    0.00028
    8.40280  103.92085    1.00000  121.85842   -0.17261  121.95435    0.00830    0.00012    0.00007    0.00028
    8.40560  103.92028    1.00000  109.41929   -0.05292  121.94511    0.00830    0.00012    0.00007    0.00028
    8.40840  103.91965    1.00000  116.88628   -0.12478  121.93576    0.00831    0.00012    0.00007    0.00028
    8.41120  103.91889    1.00000  148.56874   -0.42966  121.92637   -0.01661    0.00101    0.00007    0.00028
    8.41400  103.91836    1.00000  114.24796   -0.09940  121.91708    0.00000    0.00109    0.00013    0.00028
    8.41680  103.91770    1.00000  111.61131   -0.07404  121.90775    0.00000    0.00251    0.00007    0.00028
    8.41960  103.91704    1.00000   88.86575    0.14484  121.89835    0.00831    0.00012    0.00007    0.00028
    8.42240  103.91642    1.00000  105.85988   -0.01870  121.88903    0.00000    0.00135    0.00007    0.00028
    8.42520  103.91568    1.00000   95.92287    0.07692  121.87964    0.00831    0.00012    0.00007    0.00028
    8.42800  103.91515    1.00000   95.54386    0.08056  121.87032    0.00000    0.00012    0.00007    0.00028
    8.43080  103.91445    1.00000  127.25893   -0.22465  121.86094    0.00832    0.00273    0.00007    0.00028
    8.43360  103.91367    1.00000   91.27732    0.12160  121.85152   -0.00832    0.00153    0.00007    0.00028
    8.43640  103.91303    1.00000   65.59626    0.36874  121.84219    0.00000    0.00100    0.00007    0.00028
    8.43920  103.91228    1.00000   61.74063    0.40584  121.83279    0.00000    0.00042    0.00014    0.00028
    8.44200  103.91167    1.00000   84.26957    0.18903  121.82343    0.00000    0.00012    0.00011    0.00028
    8.44480  103.91098    1.00000  113.67214   -0.09394  121.81403    0.00832    0.00193    0.00007    0.00028
    8.44760  103.91016    1.00000  117.03660   -0.12632  121.80456    0.00000    0.00012    0.00007    0.00028
    8.45040  103.90945    1.00000   98.92505    0.04797  121.79518    0.00000    0.00070    0.00032    0.00028
    8.45320  103.90880    1.00000  103.73450    0.00168  121.78577    0.00000    0.00108    0.00020    0.00028
    8.45600  103.90797    1.00000  105.85860   -0.01877  121.77632    0.00000    0.00012    0.00007    0.00028
    8.45880  103.90722    1.00000  105.66801   -0.01695  121.76686    0.00833    0.00012    0.00007    0.00028
    8.46160  103.90668    1.00000   96.77083    0.06868  121.75754    0.01666    0.00145    0.00007    0.00028
    8.46440  103.90582    1.00000   66.88516    0.35629  121.74806    0.00000    0.00012    0.00008    0.00028
    8.46720  103.90504    1.00000  116.90990   -0.12516  121.73862   -0.00833    0.00170    0.00007    0.00028
    8.47000  103.90427    1.00000  116.16451   -0.11800  121.72916    0.00000    0.00012    0.00007    0.00032
    8.47280  103.90352    1.00000   90.69113    0.12716  121.71973    0.00000    0.00012    0.00007    0.00028
    8.47560  103.90265    1.00000   78.84798    0.24114  121.71022   -0.00834    0.00139    0.00011    0.00028
    8.47840  103.90189    1.00000   98.14941    0.05536  121.70076    0.00834    0.00012    0.00016    0.00028
    8.48120  103.90112    1.00000   86.72614    0.16530  121.69128    0.00000    0.00012    0.00007    0.00031
    8.48400  103.90041    1.00000  113.42224   -0.09164  121.68182    0.00000    0.00030    0.00007    0.00028
    8.48680  103.89957    1.00000   87.81853    0.15477  121.67238    0.00000    0.00012    0.00008    0.00028
    8.48960  103.89874    1.00000  122.98341   -0.18369  121.66286    0.00834    0.00196    0.00014    0.00028
    8.49240  103.89788    1.00000  107.09514   -0.03077  121.65331    0.00834    0.00012    0.00045    0.00028
    8.49520  103.89706    1.00000  111.31431   -0.07139  121.64384    0.00835    0.00012    0.00008    0.00028
    8.49800  103.89626    1.00000  115.88790   -0.11542  121.63438   -0.00835    0.00012    0.00008    0.00028
    8.50080  103.89545    1.00000   97.34283    0.06307  121.62486   -0.00835    0.00109    0.00008    0.00028
    8.50360  103.89460    1.00000  103.45631    0.00422  121.61533    0.00835    0.00012    0.00008    0.00028
    8.50640  103.89377    1.00000  112.95360   -0.08720  121.60583    0.00000    0.00012    0.00024    0.00028
    8.50920  103.89301    1.00000  119.06046   -0.14599  121.59634   -0.01671    0.00132    0.00008    0.00028
    8.51200  103.89202    1.00000  106.35604   -0.02372  121.58676    0.01671    0.00211    0.00008    0.00028
    8.51480  103.89118    1.00000  108.85992   -0.04783  121.57724    0.00836    0.00012    0.00008    0.00028
    8.51760  103.89034    1.00000  117.85126   -0.13438  121.56773   -0.00836    0.00012    0.00008    0.00028
    8.52040  103.88937    1.00000   78.35761    0.24576  121.55813    0.00000    0.00012    0.00008    0.00060
    8.52320  103.88857    1.00000   99.95715    0.03784  121.54864    0.00000    0.00012    0.00023    0.00028
    8.52600  103.88763    1.00000  101.35251    0.02440  121.53903    0.01672    0.00012    0.00008    0.00028
    8.52880  103.88678    1.00000  112.38422   -0.08180  121.52947    0.00000    0.00012    0.00028    0.00028
    8.53160  103.88590    1.00000  118.74169   -0.14300  121.51992    0.00000    0.00012    0.00008    0.00028
    8.53440  103.88497    1.00000  111.05168   -0.06899  121.51037    0.01673    0.00012    0.00025    0.00028
    8.53720  103.88406    1.00000  120.66077   -0.16149  121.50079    0.00837    0.00012    0.00008    0.00028
    8.54000  103.88308    1.00000  111.05538   -0.06904  121.49117    0.00000    0.00194    0.00008    0.00028
    8.54280  103.88213    1.00000  116.91166   -0.12543  121.48155   -0.00837    0.00159    0.00010    0.00028
    8.54560  103.88121    1.00000   95.52094    0.08048  121.47197    0.01674    0.00012    0.00064    0.00028
    8.54840  103.88026    1.00000   82.43388    0.20645  121.46236    0.00000    0.00121    0.00008    0.00028
    8.55120  103.87941    1.00000   96.47231    0.07130  121.45280    0.00837    0.00012    0.00008    0.00028
    8.55400  103.87834    1.00000  100.08747    0.03649  121.44312    0.00000    0.00012    0.00008    0.00028
    8.55680  103.87736    1.00000   97.81525    0.05836  121.43350    0.00000    0.00012    0.00008    0.00028
    8.55960  103.87653    1.00000   96.89320    0.06723  121.42390    0.00000    0.00171    0.00008    0.00028
    8.56240  103.87547    1.00000   84.84129    0.18324  121.41425   -0.00838    0.00012    0.00008    0.00028
    8.56520  103.87458    1.00000  107.33411   -0.03330  121.40468    0.00000    0.00147    0.00008    0.00029
    8.56800  103.87357    1.00000  116.55909   -0.12212  121.39503    0.00838    0.00012    0.00018    0.00029
    8.57080  103.87265    1.00000  104.98628   -0.01072  121.38544    0.00000    0.00012    0.00008    0.00029
    8.57360  103.87147    1.00000   92.80531    0.10654  121.37572    0.00000    0.00107    0.00008    0.00029
    8.57640  103.87051    1.00000  106.38687   -0.02423  121.36607    0.00838    0.00012    0.00008    0.00029
